"gutenberg_id" "text"
45755 "small, pale boy in a black velvet suit. The boy eyed the baron"
45755 "curiously, as the two seated themselves at a table reserved for them"
45755 "opposite to him. The child was making evident efforts to be correct in"
45755 "his behavior, but propriety seemed to be out of keeping with the dark,"
45755 "restless expression of his eyes."
45755 ""
45755 "The lady--the young man's attention was fixed upon her only--was very"
45755 "much betoiletted and dressed with conspicuous elegance. She was a type"
45755 "that particularly appealed to the baron, a Jewess with a somewhat"
45755 "opulent figure, close to, though not yet arrived at, the borderline of"
45755 "overmaturity, and evidently of a passionate nature like his, yet"
45755 "sufficiently experienced to hide her temperament behind a veil of"
45755 "dignified melancholy. He could not see her eyes, but was able to admire"
45755 "the lovely curve of her eyebrows arching clean and well-defined above a"
45755 "nose delicate yet nobly curved and giving her face distinction. It was"
45755 "her nose that betrayed her race. Her hair, in keeping with everything"
45755 "else about her, was remarkably luxuriant. Her beauty seemed to have"
45755 "grown sated and boastful with the sure sense of the wealth of admiration"
45755 "it had evoked."
45755 ""
45755 "She gave her order in a very low voice and told the boy to stop making a"
45755 "noise with his fork, this with apparent indifference to the baron's"
45755 "cautious, stealthy gaze. She seemed not to observe his look, though, as"
45755 "a matter of fact, it was his keen, alert vigilance that had made her"
45755 "constrained."
45755 ""
45755 "A flash lit up the gloom of the baron's face. His nerves responded as to"
45755 "an underground current, his muscles tautened, his figure straightened"
45755 "up, fire came to his eyes. He was not unlike the women who require a"
45755 "masculine presence to bring out their full powers. He needed the"
45755 "stimulation of sex completely to energize his faculties. The hunter in"
45755 "him scented the prey. His eyes tried to challenge hers, and her glance"
45755 "crossed his, but waveringly without ever giving an occasional relaxation"
45755 "of the muscles round her mouth, as if in an incipient smile, but he was"
45755 "not sure, and the very uncertainty of it aroused him. The one thing that"
45755 "held out promise was her constant looking away from him, which argued"
45755 "both resistance and embarrassment. Then, too, the conversation that she"
45755 "kept up with her child encouraged him, being obviously designed for"
45755 "show, while her outward calm, he felt, was forced and quite superficial,"
45755 "actually indicating the commencement of inner agitation. He was"
45755 "a-quiver. The play had begun."
45755 ""
45755 "He made his dinner last a long while, and for a full half-hour, almost"
45755 "steadily, he kept the woman fixed with his gaze, until it had travelled"
45755 "over every line of her face and touched, unseen, every spot of her"
45755 "body."
45755 ""
45755 "Outside the darkness fell heavily, the woods groaned as if in childish"
45755 "fear of the large, rain-laden clouds stretching out gray hands after"
45755 "them. The shadows deepened in the room, and the silence seemed to press"
45755 "the people closer together. Under the dead weight of the stillness, the"
45755 "baron clearly noted that the mother's conversation with her son became"
45755 "still more constrained and artificial and would soon, he was sure, cease"
45755 "altogether."
45755 ""
45755 "He resolved upon an experiment. He rose and went to the door slowly,"
45755 "looking past the woman at the prospect outside. At the door he gave a"
45755 "quick turn, as if he had forgotten something, and caught her looking at"
45755 "him with keen interest. That titillated him."
45755 ""
45755 "He waited in the hall. Presently she appeared, holding the boy's hand"
45755 "and paused for a while to look through some magazines and show the child"
45755 "a few pictures. The baron walked up to the table with a casual air,"
45755 "pretending to hunt for a periodical. His real intention was to probe"
45755 "deeper below the moist sheen of her eyes and perhaps even begin a"
45755 "conversation."
45755 ""
45755 "The woman instantly turned away and tapped the boy's shoulder."
45755 ""
45755 "\"_Viens, Edgar. Au lit._\""
45755 ""
45755 "She rustled past the baron. He followed her with his eyes, somewhat"
45755 "disappointed. He had counted upon making the acquaintance that very"
45755 "evening. Her brusque manner was disconcerting. However, there was a"
45755 "fascination in her resistance, and the very uncertainty added zest to"
45755 "the chase. At all events he had found a partner, and the play could"
45755 "begin."
45755 ""
45755 ""
45755 ""
45755 ""
45755 "<CHAPTER II"
45755 "QUICK FRIENDSHIP>"
45755 ""
45755 ""
45755 ""
45755 "The next morning, on entering the hall, the baron saw the son of the"
45755 "beautiful Unknown engaged in an eager conversation with the two elevator"
45755 "boys, to whom he was showing pictures in a book by Du Chaillu. His"
45755 "mother was not with him, probably not having come down from her room"
45755 "yet."
45755 ""
45755 "The baron took his first good look at the boy. He seemed to be a shy,"
45755 "undeveloped, nervous little fellow, about twelve years old. His"
45755 "movements were jerky, his eyes dark and restless, and he made the"
45755 "impression, so often produced by children of his age, of being scared,"
45755 "as if he had just been roused out of sleep and placed in strange"
45755 "surroundings. His face was not unbeautiful, but still quite undecided."
45755 "The struggle between childhood and young manhood seemed just about to be"
45755 "setting in. Everything in him so far was like dough that has been"
45755 "kneaded but not formed into a loaf. Nothing was expressed in clean"
45755 "lines, everything was blurred and unsettled. He was at that hobbledehoy"
45755 "age when clothes do not fit, and sleeves and trousers hang slouchily,"
45755 "and there is no vanity to prompt care of one's appearance."
45755 ""
45755 "The child made a rather pitiful impression as he wandered about the"
45755 "hotel aimlessly. He got in everybody's way. He would plague the porter"
45755 "with questions and then be shoved aside, for he would stand in the"
45755 "doorway and obstruct the passage. Apparently there were no other"
45755 "children for him to play with, and in his child's need for prattle he"
45755 "would try to attach himself to one or other of the hotel attendants."
45755 "When they had time they would answer him, but the instant an adult came"
45755 "along they would stop talking and refuse to pay any more attention to"
45755 "him."
45755 ""
45755 "It interested the baron to watch the child, and he looked on smiling as"
45755 "the unhappy little creature inspected everything and everybody"
45755 "curiously, while he himself was universally avoided as a nuisance. Once"
45755 "the baron intercepted one of his curious looks. His black eyes instantly"
45755 "fell, when he saw himself observed, and hid behind lowered lids. The"
45755 "baron was amused. The boy actually began to interest him, and it flashed"
45755 "into his mind that he might be made to serve as the speediest means for"
45755 "bringing him and his mother together. He could overcome his shyness,"
45755 "since it proceeded from nothing but fear. At any rate, it was worth the"
45755 "trial. So when Edgar strolled out of the door to pet, in his child's"
45755 "need of tenderness, the pinkish nostrils of one of the 'bus horses, the"
45755 "baron followed him."
45755 ""
45755 "Edgar was certainly unlucky. The driver chased him away rather roughly."
45755 "Insulted and bored, he stood about aimlessly again, with a vacant,"
45755 "rather melancholy expression in his eyes. The baron now addressed him."
45755 ""
45755 "\"Well, young man, how do you like it here?\" He attempted a tone of"
45755 "jovial ease."
45755 ""
45755 "The child turned fairly purple and looked up in actual alarm, drawing"
45755 "his arms close to his body and twisting and turning in embarrassment."
45755 "For the first time in his life a stranger was the one to address him and"
45755 "not he the stranger."
45755 ""
45755 "\"Oh,\" he managed to stammer out, choking over the last words, \"thank"
45755 "you. I--I like it.\""
45755 ""
45755 "\"You do? I'm surprised,\" the baron laughed. \"It's a dull place,"
45755 "especially for a young man like you. What do you do with yourself all"
45755 "day long?\""
45755 ""
45755 "Edgar was still too confused to give a ready answer. Could it be true"
45755 "that this stranger, this elegant gentleman, was trying to pick up a"
45755 "conversation with him--with him, whom nobody had ever before cared a rap"
45755 "about? It made him both shy and proud. He pulled himself together with"
45755 "difficulty."
45755 ""
45755 "\"I read, and we do a lot of walking. Sometimes we go out driving, mother"
45755 "and I. I am here to get well. I was sick. I must be out in the sunshine"
45755 "a lot, the doctor said.\""
45755 ""
45755 "Edgar spoke the last with greater assurance. Children are always proud"
45755 "of their ailments. The danger they are in makes them more important,"
45755 "they know, in the eyes of their elders."
45755 ""
45755 "\"Yes, the sun is good for you. It will tan your cheeks. But you oughtn't"
45755 "to be standing round the whole day long. A fellow like you ought to be"
45755 "on the go, running, jumping, playing, full of spirits, and up to"
45755 "mischief, too. It strikes me you are too good. With that big fat book"
45755 "under your arm you look as though you were always poking in the house."
45755 "By jingo, when I think of the kind of fellow I was at your age, I used"
45755 "to raise the devil, and every evening I came home with torn"
45755 "knickerbockers. Don't be so good, whatever you are.\""
45755 ""
45755 "Edgar could not help smiling, and the consciousness of his own smile"
45755 "removed his fear. Now he was anxious to say something in reply, but it"
45755 "seemed self-assertive and impudent to answer this affable stranger, who"
45755 "spoke to him in such a friendly way. He never had been forward and was"
45755 "easily abashed, so that now he was in the greatest embarrassment from"
45755 "sheer happiness and shame. He would have liked to continue the"
45755 "conversation, but nothing occurred to him. Luckily the great yellow St."
45755 "Bernard belonging to the hotel came up and sniffed at both of them and"
45755 "allowed himself to be petted."
45755 ""
45755 "\"Do you like dogs?\" asked the baron."
45755 ""
45755 "\"Oh, very much. Grandma has one in her villa at Bains. When we stop"
45755 "there he stays with me the whole time. But that's only in the summer"
45755 "when we go visiting.\""
45755 ""
45755 "\"We have a lot of dogs at home on our estate, a full two dozen, I"
45755 "believe. If you behave yourself here I'll make you a present of one,"
45755 "brown with white ears, a pup still. Would you like to have it?\""
45755 ""
45755 "The child turned scarlet with joy."
45755 ""
45755 "\"I should say so.\""
45755 ""
45755 "The words fairly burst from his lips in an access of eagerness. Then he"
45755 "caught himself up and stammered in distress and as if frightened:"
45755 ""
45755 "\"But mother won't allow me to have a dog. She says she won't keep a dog"
45755 "in the house. It's too much of a nuisance.\""
45755 ""
45755 "The baron smiled. The conversation had at last come round to the mother."
45755 ""
45755 "\"Is your mother so strict?\""
45755 ""
45755 "The child pondered and looked up for an instant as if to find out"
45755 "whether the stranger was to be trusted on such slight acquaintance."
45755 ""
45755 "\"No,\" he finally answered cautiously, \"she's not strict, and since I've"
45755 "been sick she lets me do anything I want. Maybe she'll even let me keep"
45755 "a dog.\""
45755 ""
45755 "\"Shall I ask her?\""
45755 ""
45755 "\"Oh, yes, please do,\" Edgar cried delightedly. \"If _you_ do I'm sure"
45755 "she'll give in. What does he look like? White ears, you said? Can he do"
45755 "any tricks yet?\""
45755 ""
45755 "\"Yes, all sorts of tricks.\" The baron had to smile at the sparkle of"
45755 "Edgar's eyes. It had been so easy to kindle that light in them."
45755 ""
45755 "All at once the child's constraint dropped away, and all his"
45755 "emotionalism, kept in check till then by fear, bubbled over. In a flash"
45755 "the shy, intimidated child of a minute before turned into a boisterous"
45755 "lad."
45755 ""
45755 "\"If only his mother is transformed so quickly,\" the baron thought. \"If"
45755 "only she shows so much ardor behind her reserve.\""
45755 ""
45755 "Edgar went at him with a thousand questions."
45755 ""
45755 "\"What's the dog's name?\""
45755 ""
45755 "\"Caro.\""
45755 ""
45755 "\"Caro!\" he cried happily, somehow having to answer every word with a"
45755 "laugh of delight, so intoxicated was he with the unexpectedness of"
45755 "having someone take him up as a friend. The baron, amazed at his own"
45755 "quick success, resolved to strike while the iron was hot, and invited"
45755 "the boy to take a walk with him. This put Edgar, who for weeks had been"
45755 "starving for company, into a fever of ecstasy."
45755 ""
45755 "During the walk the baron questioned him, as if quite by the way, about"
45755 "a number of apparent trifles, and Edgar in response blurted out all the"
45755 "information he was seeking, telling him everything he wanted to know"
45755 "about the family."
45755 ""
45755 "Edgar was the only son of a lawyer in the metropolis, who evidently came"
45755 "of a wealthy middle-class Jewish family. By clever, roundabout inquiries"
45755 "the baron promptly elicited that Edgar's mother had expressed herself as"
45755 "by no means delighted with her stay in Summering and had complained of"
45755 "the lack of congenial company. He even felt he might infer from the"
45755 "evasive way in which Edgar answered his question as to whether his"
45755 "mother wasn't very fond of his father that their marital relations were"
45755 "none of the happiest. He was almost ashamed at having been able to"
45755 "extract these family secrets from the unsuspecting child, for Edgar,"
45755 "very proud that anything he had to say could interest a grown-up person,"
45755 "fairly pressed confidences upon his new friend. His child's heart beat"
45755 "with pride--the baron had put his arm on his shoulder while they were"
45755 "walking--to be seen in such close intimacy with a \"man,\" and gradually"
45755 "he forgot he was a child and talked quite unconstrainedly, as if to an"
45755 "equal."
45755 ""
45755 "From his conversation it was quite clear that he was a bright boy, in"
45755 "fact, a bit too precocious, as are most sickly children who spend much"
45755 "time with their elders, and his likes and dislikes were too marked. He"
45755 "took nothing calmly or indifferently. Every person or thing was"
45755 "discussed with either passionate enthusiasm or a hatred so intense as to"
45755 "distort his face into a mean, ugly look. There was something wild and"
45755 "jerky about his manner, accentuated perhaps by the illness he was just"
45755 "recovering from, which gave his talk the fieriness of fanaticism. His"
45755 "awkwardness seemed to proceed from the painfully suppressed fear of his"
45755 "own passion."
45755 ""
45755 "Before the end of half an hour the baron was already holding the boy's"
45755 "throbbing heart in his hands. It is so infinitely easy to deceive"
45755 "children, those unsuspecting creatures whose love is so rarely courted."
45755 "All the baron needed to do was to transport himself back to his own"
45755 "childhood, and the talk flowed quite naturally. Edgar felt himself in"
45755 "the presence of an equal, and within a few minutes had lost all sense of"
45755 "distance between them, and was perfectly at ease, conscious of nothing"
45755 "but bliss at having so unexpectedly found a friend in this lonely place."
45755 "And what a friend! Forgotten were all his mates in the city where he"
45755 "lived, those little boys with their thin voices and inexperienced"
45755 "chatter. This one hour had almost expunged their faces. All his"
45755 "enthusiasm and passion now belonged to this new, this big friend of his."
45755 ""
45755 "On parting the baron invited him to take a walk with him again the next"
45755 "morning. Edgar's heart expanded with pride. And, when from a little"
45755 "distance away the baron waved back to him like a real playmate, it was"
45755 "probably the happiest moment in his life. It is so easy to deceive"
45755 "children."
45755 ""
45755 "The baron smiled as he looked after the boy dashing away. The go-between"
45755 "had been won. Edgar, he knew, would bore his mother with stories of the"
45755 "wonderful baron and would repeat every word he had said. At this he"
45755 "recalled complacently how cleverly he had woven in some compliments for"
45755 "the mother's consumption. \"Your beautiful mother,\" he had always said."
45755 "There was not the faintest shadow of doubt in his mind that the"
45755 "communicative boy would never rest until he had brought him and his"
45755 "mother together. No need now to stir a finger in order to shorten the"
45755 "distance between himself and the lovely Unknown. He could dream away"
45755 "idly and feast his eyes on the landscape, for a child's eager hands, he"
45755 "knew, were building the bridge for him to her heart."
45755 ""
45755 ""
45755 ""
45755 ""
45755 "<CHAPTER III"
45755 "THE TRIO>"
45755 ""
45755 ""
45755 ""
45755 "The plan, as appeared only an hour later, proved to be excellent. It"
45755 "worked without a hitch. The baron chose to be a little late in entering"
45755 "the dining-room, and when Edgar saw him, he jumped up from his seat and"
45755 "gave him an eager nod and a beatific smile, at the same time pulling his"
45755 "mother's sleeve, saying something to her hastily, and pointing"
45755 "conspicuously to the baron."
45755 ""
45755 "His mother reproved him for his demonstrativeness. She blushed and"
45755 "showed genuine discomfort, but could not help yielding to the boy's"
45755 "insistence and gave a glance across at the baron. This the baron"
45755 "instantly seized upon as the pretext for a deferential bow."
45755 ""
45755 "The acquaintance was made. The lady had to acknowledge his bow. Yet"
45755 "from now on she kept her head bent still lower over her plate and"
45755 "throughout the rest of the meal sedulously avoided looking over at the"
45755 "baron again."
45755 ""
45755 "Not so Edgar. Every minute or two he turned his eyes on the baron, and"
45755 "once he even tried to speak to him across the two tables, an impropriety"
45755 "which his mother promptly checked with a severe rebuke. As soon as"
45755 "dinner was over, Edgar was told he must go straight to bed, and an eager"
45755 "whispering began between him and his mother, which resulted in a"
45755 "concession to the boy. He was allowed to go to the baron and say"
45755 "good-night to him. The baron said a few kind words and so set the"
45755 "child's eyes ablaze again."
45755 ""
45755 "Here the baron rose and in his adroit way, as if it were the most"
45755 "natural thing in the world, stepped over to the other table and"
45755 "congratulated his neighbor upon her bright, intelligent son. He told"
45755 "her what a pleasant time he had spent with him that morning--Edgar"
45755 "beamed--and then inquired about the boy's health. On this point he asked"
45755 "so many detailed questions that the mother was compelled to reply, and"
45755 "so was drawn irresistibly into a conversation. Edgar listened to it all"
45755 "in a sort of rapturous awe."
45755 ""
45755 "The baron gave his name to the lady. The high sound of it, it seemed to"
45755 "him, made an impression on her. At any rate she lost her extreme"
45755 "reserve, though retaining perfect dignity."
45755 ""
45755 "In a few minutes she took leave, on account of Edgar's having to go to"
45755 "bed, as she said by way of a pretext."
45755 ""
45755 "Edgar protested he was not sleepy and would be happy to stay up the"
45755 "whole night. But his mother remained obdurate and held out her hand by"
45755 "way of good-night to the baron, who shook hands with her most"
45755 "respectfully."
45755 ""
45755 "Edgar did not sleep well that night. A chaos of happiness and childish"
45755 "despair filled his soul. Something new had come to him that day. For the"
45755 "first time he had played a part in the life of adults. In his half-awake"
45755 "state he forgot that he was a child and all at once felt himself a grown"
45755 "man. Brought up an only child and often ailing, he had never had many"
45755 "friends. His parents, who paid little attention to him, and the servants"
45755 "had been the only ones to meet his craving for tenderness."
45755 ""
45755 "The power of love is not properly gauged if it is estimated only by the"
45755 "object that inspires it, if the tension preceding it is not taken into"
45755 "account--that gloomy space of disillusionment and loneliness which"
45755 "stretches in front of all the great events of the heart."
45755 ""
45755 "In Edgar there had been a heavily fraught, unexpended emotion lying in"
45755 "wait, which now burst out and rushed to meet the first human being who"
45755 "seemed to deserve it. He lay in the dark, happy and dazed. He wanted to"
45755 "laugh, but had to cry. For he loved the baron as he had never loved"
45755 "friend, father, mother, or even God. All the immature passion of his"
45755 "ending boyhood wreathed itself about his mental vision of the man whose"
45755 "very name had been unknown to him a few hours before."
45755 ""
45755 "He was wise enough not to be disturbed by the peculiar, unexpected way"
45755 "in which the new friendship had been formed. What troubled him was the"
45755 "sense of his own unworthiness and insignificance. \"Am I fit company for"
45755 "him?\" he plagued himself. \"I, a little boy, twelve years old, who has to"
45755 "go to school still and am sent off to bed at night before anyone else?"
45755 "What can I mean to him, what have I to offer him?\""
45755 ""
45755 "The painful sense of his impotence to show his feelings in some way or"
45755 "other made him most unhappy. On other occasions, when he had taken a"
45755 "liking for a boy, the first thing he had done was to offer to share his"
45755 "stamps and marbles and jacks. Now such childish possessions, which only"
45755 "the day before had still had vast importance and charm in his eyes, had"
45755 "depreciated in value. They seemed silly. He disdained them. He couldn't"
45755 "offer such things to his new friend. What possible way was there for him"
45755 "to express his feelings? The sense that he was small, only half a being,"
45755 "a mere child of twelve, grew upon him and tortured him more and more."
45755 "Never before had he so vehemently cursed his childhood, or longed so"
45755 "heartily to wake up in the morning the person he had always dreamed of"
45755 "being, a man, big and strong, grown up like the others."
45755 ""
45755 "His restless thoughts were mixed with the first bright dreams of the new"
45755 "world of manhood. Finally he fell asleep with a smile on his lips, but"
45755 "his sleep was constantly broken by the anticipation of the next"
45755 "morning's appointment. At seven o'clock he awoke with a start, fearful"
45755 "that he was too late already. He dressed hastily and astonished his"
45755 "mother when he went in to say good-morning because she had always had"
45755 "difficulty getting him out of bed. Before she could question him he was"
45755 "out of her room again."
45755 ""
45755 "With only the one thought in his mind, not to keep his friend waiting,"
45755 "he dawdled about downstairs in the hotel, even forgetting to eat"
45755 "breakfast."
45755 ""
45755 "At half-past nine the baron came sauntering down the lobby with his easy"
45755 "air and no indication that anything had been troubling _him_. He, of"
45755 "course, had completely forgotten the appointment for a walk, but he"
45755 "acted as though he were quite ready to keep his promise when the boy"
45755 "came rushing at him so eagerly. He took Edgar's arm and paced up and"
45755 "down the lobby with him leisurely. Edgar was radiant, although the"
45755 "baron gently but firmly refused to start on the walk at once. He seemed"
45755 "to be waiting for something. Every once in a while he gave a nervous"
45755 "glance at one of the various doors. Suddenly he drew himself up. Edgar's"
45755 "mother had entered the hall."
45755 ""
45755 "She responded to the baron's greeting and came up to him with a pleasant"
45755 "expression on her face. Edgar had not told her about the walk. It was"
45755 "too precious a thing to talk about. But now the baron mentioned it and"
45755 "she smiled in approval. Then he went on to invite her to come along, and"
45755 "she was not slow in accepting."
45755 ""
45755 "That made Edgar sulky. He gnawed at his lips. How provoking of his"
45755 "mother to have come into the lobby just then! The walk belonged to him"
45755 "and him alone. To be sure, he had introduced his friend to his mother,"
45755 "but only out of courtesy. He had not meant to share him with anybody."
45755 "Something like jealousy began to stir in him when he observed the"
45755 "baron's friendliness to his mother."
45755 ""
45755 "On the walk the dangerous sense the child had of his importance and"
45755 "sudden rise to prominence was heightened by the interest the two adults"
45755 "showed in him. He was almost the exclusive subject of their"
45755 "conversation. His mother expressed rather hypocritical solicitude on"
45755 "account of his pallor and nervousness, while the baron kept saying it"
45755 "was nothing to worry about and extolled his young \"friend's\" good"
45755 "manners and pleasant ways."
45755 ""
45755 "It was the happiest hour of Edgar's life. Rights were granted him that"
45755 "he had never before been allowed. He was permitted to take part in the"
45755 "conversation without a prompt \"keep quiet, Edgar.\" He could even express"
45755 "bold desires for which he would have been rebuked before. No wonder the"
45755 "deceptive feeling that he was grown up began to flourish in his"
45755 "imagination. In his bright dreams childhood already lay behind him like"
45755 "a suit he had outgrown and cast off."
45755 ""
45755 "At the mother's invitation, the baron took his mid day meal at their"
45755 "table. She was growing friendlier all the time. The vis-a-vis was now a"
45755 "companion, the acquaintanceship a friendship. The trio was in full"
45755 "swing, and the three voices, the woman's, the man's and the child's,"
45755 "mingled in harmony."
45755 ""
45755 ""
45755 ""
45755 ""
45755 "<CHAPTER IV"
45755 "THE ATTACK>"
45755 ""
45755 ""
45755 ""
45755 "The impatient hunter felt the time had come to creep up on his game. The"
45755 "three-sidedness of the sport annoyed him, and so did the tone of it. To"
45755 "sit there and chat was rather pleasant, but he was after more than mere"
45755 "talk. Social intercourse, with the mask it puts over desire, always, he"
45755 "knew, retards the erotic between man and woman. Words lose their ardor,"
45755 "the attack its fire. Despite their conversation together on indifferent"
45755 "matters, Edgar's mother must never forget his real object, of which, he"
45755 "was quite convinced, she was already aware."
45755 ""
45755 "That his efforts to catch this woman were not to prove in vain seemed"
45755 "very probable. She was at the critical age when a woman begins to regret"
45755 "having remained faithful to a husband she has never truly loved, and"
45755 "when the purple sunset of her beauty still affords her a final urgent"
45755 "choice between motherliness and womanliness. The life whose questions"
45755 "seem to have been answered long before becomes a problem again, and for"
45755 "the last time the magnetic needle of the will wavers between the hope"
45755 "for an intense love experience and ultimate resignation. The woman has a"
45755 "dangerous decision to confront, whether she will live her own life or"
45755 "that of her children, whether she will be a woman first, or a mother"
45755 "first."
45755 ""
45755 "The baron, who was very perspicacious in these matters, thought that he"
45755 "discerned in Edgar's mother this very vacillation between passion to"
45755 "live her own life and readiness to sacrifice her desires. In"
45755 "conversation she always omitted to mention her husband. Evidently he"
45755 "satisfied nothing but her bare external needs and not the snobbishness"
45755 "that an aristocratic way of living had excited in her. And as for her"
45755 "son, she knew precious little of the child's soul. A shadow of boredom,"
45755 "wearing the veil of melancholy in her dark eyes, lay over her life and"
45755 "obscured her sensuousness."
45755 ""
45755 "The baron resolved to act quickly, yet at the same time to avoid any"
45755 "appearance of haste. Like an angler, who tempts the fish by dangling and"
45755 "withdrawing the bait, he would affect a show of indifference and let"
45755 "himself be courted while he was the one that was actually doing the"
45755 "courting. He would put on an air of haughtiness and bring into sharp"
45755 "relief the difference in their social ranks. There was fascination in"
45755 "the idea of getting possession of that lovely, voluptuous creature"
45755 "simply by stressing his pride, by mere externals, by the use of a"
45755 "high-sounding aristocratic name and the adoption of a cold, proud"
45755 "manner."
45755 ""
45755 "The chase was already growing hot. He had to be cautious and not show"
45755 "his excitement. So he remained in his room the whole afternoon, filled"
45755 "with the pleasant consciousness of being looked for and missed. But his"
45755 "absence was felt not so much by the woman, upon whom the effect was"
45755 "intended, as by Edgar."
45755 ""
45755 "To the wretched child it was simple torture. The whole afternoon he felt"
45755 "absolutely impotent and lost. With the obstinate faithfulness of a boy"
45755 "he waited long, long hours for his friend. To have gone away or done"
